interface,field,recommendation,type,optional,comment,export_modifier,extends,readonly,filepath,line_number
InvoiceUptimeDetail,consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),string,false,renamed from consumption_end,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,143
InvoiceCountable,id,✅ KEEP (primary identifier),string,false,renamed from item_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,148
InvoiceCountable,price,✅ KEEP,InvoiceMoney,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,149
InvoiceCountable,applicationId,✅ KEEP,string,false,renamed from app_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,151
InvoiceCountable,ownerId,✅ KEEP,string,false,renamed from owner_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,153
InvoiceCountable,service,✅ KEEP (already renamed from API format),string,false,renamed from service,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,155
InvoiceCountable,unitName,✅ KEEP (already renamed from API format),string,false,renamed from unit_name,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,157
InvoiceCountable,zone,✅ KEEP (already renamed from API format),string,false,renamed from zone_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,159
InvoiceCountable,policyId,✅ KEEP,string,false,renamed from policy_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,161
InvoiceCountable,quantity,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,162
InvoiceCountable,planId,✅ KEEP,string,false,renamed from plan_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,164
InvoiceCountable,duration,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,165
InvoiceCountable,detailsPrice,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from details_price,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,167
InvoiceCountable,details,✅ KEEP,Array<InvoiceCountableDetail>,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,168
InvoiceCountable,category,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,169
InvoiceCountable,subCategory,✅ KEEP (already renamed from API format),string,false,renamed from sub_category,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,171
InvoiceCountableDetail,consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),string,false,renamed from consumption_start,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,176
InvoiceCountableDetail,consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),string,false,renamed from consumption_end,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,178
InvoiceCountableDetail,planId,✅ KEEP,string,false,renamed from plan_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,180
InvoiceCountableDetail,quantity,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,181
InvoiceCountableDetail,price,✅ KEEP,InvoiceMoney,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,182
InvoiceVendorConsumption,itemId,✅ KEEP,string,false,renamed from item_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,187
InvoiceVendorConsumption,price,✅ KEEP,InvoiceMoney,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,188
InvoiceVendorConsumption,vendorId,✅ KEEP,string,false,renamed from vendor_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,190
InvoiceVendorConsumption,ownerId,✅ KEEP,string,false,renamed from owner_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,192
InvoiceVendorConsumption,applicationId,✅ KEEP,string,false,renamed from app_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,194
InvoiceClassic,id,✅ KEEP (primary identifier),string,false,renamed from item_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,199
InvoiceClassic,unitPrice,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from unit_price,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,201
InvoiceClassic,quantity,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,202
InvoiceClassic,priceFactor,✅ KEEP (already renamed from API format),number,true,renamed from price_factor,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,204
InvoiceClassic,discount,✅ KEEP,number,true,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,205
InvoiceClassic,description,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,206
InvoiceClassic,subDescription,✅ KEEP (already renamed from API format),string,true,renamed from sub_description,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,208
InvoiceClassic,classicBillingItemId,🔄 RENAME: networkGroup* (ng is unclear),string,true,renamed from classic_billing_item_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,210
InvoiceClassic,ownerId,✅ KEEP,string,false,renamed from owner_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,212
InvoiceClassic,category,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,213
InvoiceClassic,subCategory,✅ KEEP (already renamed from API format),string,false,renamed from sub_category,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,215
InvoiceUnusable,id,✅ KEEP (primary identifier),string,false,renamed from item_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,220
InvoiceUnusable,zone,✅ KEEP (already renamed from API format),string,false,renamed from zone_id,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,222
InvoiceUnusable,flavorName,✅ KEEP (already renamed from API format),string,false,renamed from flavor_name,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,224
InvoiceUnusable,host,✅ KEEP (already renamed from API format),string,false,renamed from host,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,226
InvoiceUnusable,imageType,✅ KEEP (already renamed from API format),string,true,renamed from image_type,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,228
InvoiceUnusable,consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),string,false,renamed from start_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,230
InvoiceUnusable,consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),string,false,renamed from end_date,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,232
InvoiceMoney,amount,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,236
InvoiceMoney,currency,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,237
InvoiceCouponRemains,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,241
InvoiceCouponRemains,remaining,🔄 RENAME: networkGroup* (ng is unclear),InvoiceMoney,false,,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts,242
ListInvoiceCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,4
ListInvoiceCommandInput,since,✅ KEEP,string | number | Date,true,,export,,false,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,5
ListInvoiceCommandInput,until,✅ KEEP,string | number | Date,true,,export,,false,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,6
ListInvoiceCommandInput,limit,✅ KEEP,number,true,,export,,false,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,7
ListUnpaidInvoiceCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/invoice/list-unpaid-invoice-command.types.d.ts,4
GetJenkinsInfoCommandInput,addonId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/jenkins/get-jenkins-info-command.types.d.ts,4
JenkinsInfo,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,2
JenkinsInfo,addonId,✅ KEEP,string,false,renamed from app_id,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,4
JenkinsInfo,plan,✅ KEEP,'OLD_S' | 'OLD_M' | 'OLD_L' | 'OLD_XL' | 'XS' | 'S' | 'M' | 'L' | 'XL',false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,5
JenkinsInfo,zone,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,6
JenkinsInfo,creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),string,false,renamed from creation_date and converted to ISO format (without [UTC]),export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,8
JenkinsInfo,status,"📝 REVIEW: use status"" for operational/lifecycle",'ACTIVE' | 'DELETED' | 'QUOTA_EXCEEDED' | 'TO_DELETE',false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,9
JenkinsInfo,deletionDate,🔄 RENAME: deletedAt (standardize to 'At' suffix),string,true,renamed from deletion_date and converted to ISO format (without [UTC]),export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,11
JenkinsInfo,host,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,12
JenkinsInfo,user,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,13
JenkinsInfo,password,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,14
JenkinsInfo,version,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,15
JenkinsInfo,artifactoryUrl,✅ KEEP,string,true,renamed from artifactory_url,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,17
JenkinsInfo,artifactoryUser,✅ KEEP (already renamed from API format),string,true,renamed from artifactory_user,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,19
JenkinsInfo,artifactoryPassword,✅ KEEP (already renamed from API format),string,true,renamed from artifactory_password,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,21
JenkinsInfo,features,✅ KEEP,Array<{ name: string; enabled: boolean }>,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,22
JenkinsInfo,updates,📝 CLARIFY: check if date/time field,JenkinsUpdates,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,23
JenkinsUpdates,manageLink,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,27
AddApplicationToApplicationLinkCommandInput,targetApplicationId,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/link/add-link-command.types.d.ts,6
AddApplicationToAddonLinkCommandInput,targetAddonId,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/link/add-link-command.types.d.ts,9
LinkToApplication,type,📝 CLARIFY: too generic,'link-to-application',false,,export,,false,src/clients/cc-api/commands/link/link.types.d.ts,7
LinkToApplication,application,✅ KEEP,Application,false,,export,,false,src/clients/cc-api/commands/link/link.types.d.ts,8
LinkToAddon,type,📝 CLARIFY: too generic,'link-to-addon',false,,export,,false,src/clients/cc-api/commands/link/link.types.d.ts,12
LinkToAddon,addon,✅ KEEP,Addon,false,,export,,false,src/clients/cc-api/commands/link/link.types.d.ts,13
RemoveApplicationToApplicationLinkCommandInput,targetApplicationId,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/link/remove-link-command.types.d.ts,8
RemoveApplicationToAddonLinkCommandInput,targetAddonId,✅ KEEP,string,false,,export,ApplicationId,false,src/clients/cc-api/commands/link/remove-link-command.types.d.ts,11
LoadBalancer,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/load-balancer/load-balancer.types.d.ts,2
LoadBalancer,zone,✅ KEEP (already renamed from API format),string,false,renamed from name,export,,false,src/clients/cc-api/commands/load-balancer/load-balancer.types.d.ts,4
LoadBalancer,zoneId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/load-balancer/load-balancer.types.d.ts,5
ListLogCommandInput,limit,✅ KEEP,number,true,,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,4
ListLogCommandInput,order,✅ KEEP,'ASC' | 'DESC',true,,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,5
ListLogCommandInput,since,✅ KEEP,Date | string | number,true,,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,6
ListLogCommandInput,until,✅ KEEP,Date | string | number,true,,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,7
ListLogCommandInput,filter,📝 CLARIFY: too generic,string,true,,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,8
ListLogCommandInput,deploymentId,✅ KEEP,string,true,,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,9
OldLog,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,15
OldLog,date,🔄 RENAME: [context]At (e.g.,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,16
OldLog,message,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,17
OldLog,type,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,18
OldLog,severity,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,19
OldLog,program,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,20
OldLog,deploymentId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,21
OldLog,sourceHost,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,22
OldLog,sourceIp,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,23
OldLog,zone,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts,24
LogDrain,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,2
LogDrain,applicationId,✅ KEEP,string,false,renamed from appId,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,4
LogDrain,target,✅ KEEP,LogDrainTarget,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,5
LogDrain,createdAt,✅ KEEP,string,false,converted to iso date,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,7
LogDrain,lastEdit,✅ KEEP,string,false,converted to iso date,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,9
LogDrain,token,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,10
LogDrain,state,"📝 REVIEW: use state"" for data/resource state",LogDrainState,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,11
LogDrain,updatedBy,📝 CLARIFY: check if date/time field,string,true,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,12
HttpDrainTarget,type,📝 CLARIFY: too generic,'HTTP',false,renamed from drainType,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,27
HttpDrainTarget,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,28
SyslogTcpDrainTarget,type,📝 CLARIFY: too generic,'TCPSyslog',false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,36
SyslogTcpDrainTarget,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,37
SyslogTcpDrainTarget,structuredDataParameters,✅ KEEP,string,true,RFC 5424,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,39
SyslogUdpDrainTarget,type,📝 CLARIFY: too generic,'UDPSyslog',false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,43
SyslogUdpDrainTarget,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,44
SyslogUdpDrainTarget,structuredDataParameters,✅ KEEP,string,true,RFC 5424,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,46
DatadogHttpDrainTarget,type,📝 CLARIFY: too generic,'DatadogHTTP',false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,50
DatadogHttpDrainTarget,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,51
ElasticSearchDrainTarget,type,📝 CLARIFY: too generic,'ElasticSearch',false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,55
ElasticSearchDrainTarget,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,56
ElasticSearchDrainTarget,indexPrefix,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,61
NewRelicHttpDrainTarget,type,📝 CLARIFY: too generic,'NewRelicHTTP',false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,65
NewRelicHttpDrainTarget,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,66
NewRelicHttpDrainTarget,apiKey,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,67
MateriaInfo,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,2
MateriaInfo,clusterId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,3
MateriaInfo,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,4
MateriaInfo,kind,✅ KEEP,'KV',false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,5
MateriaInfo,plan,✅ KEEP,'ALPHA',false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,6
MateriaInfo,host,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,7
MateriaInfo,port,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,8
MateriaInfo,token,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,9
MateriaInfo,tokenId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,10
MateriaInfo,status,"📝 REVIEW: use ""status"" for operational/lifecycle",'PROVISIONING' | 'PROVISIONED' | 'TO_DELETE' | 'DELETING' | 'DELETED',false,,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts,11
GetMatomoInfoCommandInput,addonId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/matomo/get-matomo-info-command.types.d.ts,4
MatomoInfo,id,✅ KEEP (primary identifier),string,false,renamed from resourceId,export,,false,src/clients/cc-api/commands/matomo/matomo.types.d.ts,5
MatomoInfo,addonId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/matomo/matomo.types.d.ts,6
MetricData,timestamp,🔄 RENAME: createdAt or updatedAt (generic timestamp needs context),number,false,,export,,false,src/clients/cc-api/commands/metrics/metrics.types.d.ts,8
MetricData,value,📝 CLARIFY: too generic,number,false,,export,,false,src/clients/cc-api/commands/metrics/metrics.types.d.ts,9
CancelMigrationCommandInput,migrationId,✅ KEEP,string,false,,export,AddonId,false,src/clients/cc-api/commands/migration/cancel-migration-command.types.d.ts,4
GetMigrationCommandInput,migrationId,✅ KEEP,string,false,,export,AddonId,false,src/clients/cc-api/commands/migration/get-migration-command.types.d.ts,5
ListMigrationPreorderCommandInput,planId,✅ KEEP,string,false,,export,AddonId,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,4
ListMigrationPreorderCommandOutput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,8
ListMigrationPreorderCommandOutput,target,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,9
ListMigrationPreorderCommandOutput,emissionDate,🔄 RENAME: emittedAt (standardize to 'At' suffix),string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,10
ListMigrationPreorderCommandOutput,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,11
ListMigrationPreorderCommandOutput,company,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,12
ListMigrationPreorderCommandOutput,VAT,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,13
ListMigrationPreorderCommandOutput,type,📝 CLARIFY: too generic,MigrationPreorderType,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,14
ListMigrationPreorderCommandOutput,lines,✅ KEEP,Array<MigrationPreorderLine>,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,15
MigrationPreorderLine,type,📝 CLARIFY: too generic,'Credits',false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,19
MigrationPreorderLine,description,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,20
MigrationPreorderLine,quantity,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,21
MigrationPreorderLine,tva,🔄 RENAME: vat* (use English term,number,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,22
MigrationPreorderLine,priceUnitHt,✅ KEEP (already renamed from API format),number,false,renamed from price_unit_ht,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,24
MigrationPreorderLine,priceTotalHt,✅ KEEP (already renamed from API format),number,false,renamed from price_total_ht,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,26
MigrationPreorderLine,pack,✅ KEEP,null | string,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,27
MigrationPreorderLine,dropQuantity,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,28
MigrationPreorderLine,coupon,✅ KEEP,null | number,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,29
MigrationPreorderLine,discount,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,30
Migration,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,2
Migration,requestDate,🔄 RENAME: requestedAt (standardize to 'At' suffix),string,false,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,3
Migration,steps,✅ KEEP,Array<MigrationStep>,false,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,4
Migration,status,"📝 REVIEW: use ""status"" for operational/lifecycle",MigrationStatus,false,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,5
MigrationStep,value,📝 CLARIFY: too generic,MigrationStepType,false,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,9
MigrationStep,status,"📝 REVIEW: use ""status"" for operational/lifecycle",MigrationStatus,false,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,10
MigrationStep,startDate,🔄 RENAME: startsAt (standardize to 'At' suffix),string,false,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,11
MigrationStep,endDate,🔄 RENAME: endsAt (standardize to 'At' suffix),string,true,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,12
MigrationStep,message,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts,13
StartMigrationCommandInput,planId,✅ KEEP,string,false,,export,AddonId,false,src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,5
StartMigrationCommandInput,zone,✅ KEEP,string,false,,export,AddonId,false,src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,6
StartMigrationCommandInput,version,✅ KEEP,string,false,,export,AddonId,false,src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,7
CreateNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,4
CreateNetworkGroupCommandInput,label,📝 CLARIFY: too generic,string,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,5
CreateNetworkGroupCommandInput,description,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,6
CreateNetworkGroupCommandInput,tags,✅ KEEP,Array<string>,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,7
CreateNetworkGroupCommandInnerInput,networkGroupId,✅ KEEP,string,false,,export,CreateNetworkGroupCommandInput,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,17
CreateNetworkGroupExternalPeerCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,4
CreateNetworkGroupExternalPeerCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,5
CreateNetworkGroupExternalPeerCommandInput,label,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,6
CreateNetworkGroupExternalPeerCommandInput,ip,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,7
CreateNetworkGroupExternalPeerCommandInput,port,✅ KEEP,number,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,8
CreateNetworkGroupExternalPeerCommandInput,peerRole,✅ KEEP,'CLIENT',false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,9
CreateNetworkGroupExternalPeerCommandInput,publicKey,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,10
CreateNetworkGroupExternalPeerCommandInput,hostname,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,11
CreateNetworkGroupExternalPeerCommandInput,parentEvent,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,12
CreateNetworkGroupExternalPeerCommandInput,parentMember,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,13
CreateNetworkGroupExternalPeerCommandInnerOutput,peerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,19
CreateNetworkGroupMemberCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,4
CreateNetworkGroupMemberCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,5
CreateNetworkGroupMemberCommandInput,memberId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,6
