field,recommendation,filepath,type,optional,comment,line_number,export_modifier,extends,readonly,interface
name,"📝 CLARIFY: too generic,string,false,,99,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,company,✅ KEEP,string,false,,100,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,address,✅ KEEP,string,false,,101,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,city,✅ KEEP,string,false,,102,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,zipcode,✅ KEEP,string,false,,103,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,country,✅ KEEP (already renamed from API format),string,true,renamed from country_alpha2,105,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,vatNumber,✅ KEEP (already renamed from API format),string,true,renamed from vat_number,107,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,vatPercent,✅ KEEP (already renamed from API format),number,false,renamed from vat_percent,109,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,customerCostCenter,✅ KEEP (already renamed from API format),string,true,renamed from customer_cost_center,111,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceAddress,customerPurchaseOrder,✅ KEEP (already renamed from API format),string,true,renamed from customer_purchase_order,113,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptime,id,✅ KEEP (primary identifier),string,false,renamed from item_id,118,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptime,price,✅ KEEP,InvoiceMoney,false,,119,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptime,applicationId,✅ KEEP,string,false,renamed from app_id,121,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptime,ownerId,✅ KEEP,string,false,renamed from owner_id,123,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptime,details,✅ KEEP,Array<InvoiceUptimeDetail>,false,,124,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptime,category,✅ KEEP,String,false,,125,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptime,subCategory,✅ KEEP (already renamed from API format),String,false,renamed from sub_category,127,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptimeDetail,instanceId,✅ KEEP,string,false,renamed from instance_id,132,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptimeDetail,flavorName,✅ KEEP (already renamed from API format),string,false,renamed from flavor_name,134,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptimeDetail,zone,✅ KEEP (already renamed from API format),string,false,renamed from zone_id,136,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptimeDetail,policyId,✅ KEEP,string,false,renamed from runtime_policy_id,138,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptimeDetail,price,✅ KEEP,InvoiceMoney,false,,139,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptimeDetail,consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),string,false,renamed from consumption_start,141,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUptimeDetail,consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),string,false,renamed from consumption_end,143,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,id,✅ KEEP (primary identifier),string,false,renamed from item_id,148,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,price,✅ KEEP,InvoiceMoney,false,,149,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,applicationId,✅ KEEP,string,false,renamed from app_id,151,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,ownerId,✅ KEEP,string,false,renamed from owner_id,153,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,service,✅ KEEP (already renamed from API format),string,false,renamed from service,155,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,unitName,✅ KEEP (already renamed from API format),string,false,renamed from unit_name,157,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,zone,✅ KEEP (already renamed from API format),string,false,renamed from zone_id,159,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,policyId,✅ KEEP,string,false,renamed from policy_id,161,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,quantity,✅ KEEP,number,false,,162,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,planId,✅ KEEP,string,false,renamed from plan_id,164,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,duration,✅ KEEP,string,true,,165,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,detailsPrice,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from details_price,167,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,details,✅ KEEP,Array<InvoiceCountableDetail>,false,,168,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,category,✅ KEEP,string,false,,169,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountable,subCategory,✅ KEEP (already renamed from API format),string,false,renamed from sub_category,171,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountableDetail,consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),string,false,renamed from consumption_start,176,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountableDetail,consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),string,false,renamed from consumption_end,178,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountableDetail,planId,✅ KEEP,string,false,renamed from plan_id,180,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountableDetail,quantity,✅ KEEP,number,false,,181,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCountableDetail,price,✅ KEEP,InvoiceMoney,false,,182,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceVendorConsumption,itemId,✅ KEEP,string,false,renamed from item_id,187,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceVendorConsumption,price,✅ KEEP,InvoiceMoney,false,,188,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceVendorConsumption,vendorId,✅ KEEP,string,false,renamed from vendor_id,190,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceVendorConsumption,ownerId,✅ KEEP,string,false,renamed from owner_id,192,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceVendorConsumption,applicationId,✅ KEEP,string,false,renamed from app_id,194,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,id,✅ KEEP (primary identifier),string,false,renamed from item_id,199,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,unitPrice,✅ KEEP (already renamed from API format),InvoiceMoney,false,renamed from unit_price,201,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,quantity,✅ KEEP,number,false,,202,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,priceFactor,✅ KEEP (already renamed from API format),number,true,renamed from price_factor,204,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,discount,✅ KEEP,number,true,,205,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,description,✅ KEEP,string,false,,206,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,subDescription,✅ KEEP (already renamed from API format),string,true,renamed from sub_description,208,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,classicBillingItemId,🔄 RENAME: networkGroup* (ng is unclear),string,true,renamed from classic_billing_item_id,210,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,ownerId,✅ KEEP,string,false,renamed from owner_id,212,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,category,✅ KEEP,string,false,,213,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceClassic,subCategory,✅ KEEP (already renamed from API format),string,false,renamed from sub_category,215,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUnusable,id,✅ KEEP (primary identifier),string,false,renamed from item_id,220,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUnusable,zone,✅ KEEP (already renamed from API format),string,false,renamed from zone_id,222,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUnusable,flavorName,✅ KEEP (already renamed from API format),string,false,renamed from flavor_name,224,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUnusable,host,✅ KEEP (already renamed from API format),string,false,renamed from host,226,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUnusable,imageType,✅ KEEP (already renamed from API format),string,true,renamed from image_type,228,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUnusable,consumptionStartDate,🔄 RENAME: consumptionStartAt (standardize to 'At' suffix),string,false,renamed from start_date,230,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceUnusable,consumptionEndDate,🔄 RENAME: consumptionEndAt (standardize to 'At' suffix),string,false,renamed from end_date,232,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceMoney,amount,✅ KEEP,number,false,,236,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceMoney,currency,✅ KEEP,string,false,,237,export,,false,src/clients/cc-api/commands/invoice/invoice.types.d.ts
InvoiceCouponRemains,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/invoice/invoice.types.d.ts,string,false,,241,export,,false,InvoiceAddress
remaining,🔄 RENAME: networkGroup* (ng is unclear),src/clients/cc-api/commands/invoice/invoice.types.d.ts,InvoiceMoney,false,,242,export,,false,InvoiceCouponRemains
ownerId,✅ KEEP,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,string,false,,4,export,,false,ListInvoiceCommandInput
since,✅ KEEP,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,string | number | Date,true,,5,export,,false,ListInvoiceCommandInput
until,✅ KEEP,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,string | number | Date,true,,6,export,,false,ListInvoiceCommandInput
limit,✅ KEEP,src/clients/cc-api/commands/invoice/list-invoice-command.types.d.ts,number,true,,7,export,,false,ListInvoiceCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/invoice/list-unpaid-invoice-command.types.d.ts,string,false,,4,export,,false,ListUnpaidInvoiceCommandInput
addonId,✅ KEEP,src/clients/cc-api/commands/jenkins/get-jenkins-info-command.types.d.ts,string,false,,4,export,,false,GetJenkinsInfoCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,,2,export,,false,JenkinsInfo
addonId,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,renamed from app_id,4,export,,false,JenkinsInfo
plan,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,'OLD_S' | 'OLD_M' | 'OLD_L' | 'OLD_XL' | 'XS' | 'S' | 'M' | 'L' | 'XL',false,,5,export,,false,JenkinsInfo
zone,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,,6,export,,false,JenkinsInfo
creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,renamed from creation_date and converted to ISO format (without [UTC]),8,export,,false,JenkinsInfo
status,"📝 REVIEW: use status"" for operational/lifecycle",src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,'ACTIVE' | 'DELETED' | 'QUOTA_EXCEEDED' | 'TO_DELETE',false,,9,export,,false,JenkinsInfo
deletionDate,🔄 RENAME: deletedAt (standardize to 'At' suffix),src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,true,renamed from deletion_date and converted to ISO format (without [UTC]),11,export,,false,JenkinsInfo
host,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,,12,export,,false,JenkinsInfo
user,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,,13,export,,false,JenkinsInfo
password,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,,14,export,,false,JenkinsInfo
version,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,false,,15,export,,false,JenkinsInfo
artifactoryUrl,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,true,renamed from artifactory_url,17,export,,false,JenkinsInfo
artifactoryUser,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,true,renamed from artifactory_user,19,export,,false,JenkinsInfo
artifactoryPassword,✅ KEEP (already renamed from API format),src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,string,true,renamed from artifactory_password,21,export,,false,JenkinsInfo
features,✅ KEEP,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts,Array<{ name: string; enabled: boolean }>,false,,22,export,,false,JenkinsInfo
updates,"📝 CLARIFY: check if date/time field,JenkinsUpdates,false,,23,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts
JenkinsUpdates,manageLink,✅ KEEP,string,false,,27,export,,false,src/clients/cc-api/commands/jenkins/jenkins.types.d.ts
AddApplicationToApplicationLinkCommandInput,targetApplicationId,✅ KEEP,string,false,,6,export,ApplicationId,false,src/clients/cc-api/commands/link/add-link-command.types.d.ts
AddApplicationToAddonLinkCommandInput,targetAddonId,✅ KEEP,string,false,,9,export,ApplicationId,false,src/clients/cc-api/commands/link/add-link-command.types.d.ts
LinkToApplication,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/link/link.types.d.ts,'link-to-application',false,,7,export,,false,JenkinsInfo
application,✅ KEEP,src/clients/cc-api/commands/link/link.types.d.ts,Application,false,,8,export,,false,LinkToApplication
type,"📝 CLARIFY: too generic,'link-to-addon',false,,12,export,,false,src/clients/cc-api/commands/link/link.types.d.ts
LinkToAddon,addon,✅ KEEP,Addon,false,,13,export,,false,src/clients/cc-api/commands/link/link.types.d.ts
RemoveApplicationToApplicationLinkCommandInput,targetApplicationId,✅ KEEP,string,false,,8,export,ApplicationId,false,src/clients/cc-api/commands/link/remove-link-command.types.d.ts
RemoveApplicationToAddonLinkCommandInput,targetAddonId,✅ KEEP,string,false,,11,export,ApplicationId,false,src/clients/cc-api/commands/link/remove-link-command.types.d.ts
LoadBalancer,id,✅ KEEP (primary identifier),string,false,,2,export,,false,src/clients/cc-api/commands/load-balancer/load-balancer.types.d.ts
LoadBalancer,zone,✅ KEEP (already renamed from API format),string,false,renamed from name,4,export,,false,src/clients/cc-api/commands/load-balancer/load-balancer.types.d.ts
LoadBalancer,zoneId,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/load-balancer/load-balancer.types.d.ts
ListLogCommandInput,limit,✅ KEEP,number,true,,4,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts
ListLogCommandInput,order,✅ KEEP,'ASC' | 'DESC',true,,5,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts
ListLogCommandInput,since,✅ KEEP,Date | string | number,true,,6,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts
ListLogCommandInput,until,✅ KEEP,Date | string | number,true,,7,export,AddonId,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts
ListLogCommandInput,filter,📝 CLARIFY: too generic",src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,true,,8,export,AddonId,false,LinkToAddon
deploymentId,✅ KEEP,src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,true,,9,export,AddonId,false,ListLogCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,15,export,,false,OldLog
date,"🔄 RENAME: [context]At (e.g.,string,false,,16,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts
OldLog,message,✅ KEEP,string,false,,17,export,,false,src/clients/cc-api/commands/log/list-log-command.types.d.ts
OldLog,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,18,export,,false,OldLog
severity,✅ KEEP,src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,19,export,,false,OldLog
program,✅ KEEP,src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,20,export,,false,OldLog
deploymentId,✅ KEEP,src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,21,export,,false,OldLog
sourceHost,✅ KEEP,src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,22,export,,false,OldLog
sourceIp,✅ KEEP,src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,23,export,,false,OldLog
zone,✅ KEEP,src/clients/cc-api/commands/log/list-log-command.types.d.ts,string,false,,24,export,,false,OldLog
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,string,false,,2,export,,false,LogDrain
applicationId,✅ KEEP,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,string,false,renamed from appId,4,export,,false,LogDrain
target,✅ KEEP,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,LogDrainTarget,false,,5,export,,false,LogDrain
createdAt,✅ KEEP,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,string,false,converted to iso date,7,export,,false,LogDrain
lastEdit,✅ KEEP,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,string,false,converted to iso date,9,export,,false,LogDrain
token,✅ KEEP,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,string,false,,10,export,,false,LogDrain
state,"📝 REVIEW: use state"" for data/resource state",src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,LogDrainState,false,,11,export,,false,LogDrain
updatedBy,"📝 CLARIFY: check if date/time field,string,true,,12,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
HttpDrainTarget,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,'HTTP',false,renamed from drainType,27,export,,false,LogDrain
url,"📝 CLARIFY: too generic,string,false,,28,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
SyslogTcpDrainTarget,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,'TCPSyslog',false,,36,export,,false,HttpDrainTarget
url,"📝 CLARIFY: too generic,string,false,,37,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
SyslogTcpDrainTarget,structuredDataParameters,✅ KEEP,string,true,RFC 5424,39,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
SyslogUdpDrainTarget,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,'UDPSyslog',false,,43,export,,false,SyslogTcpDrainTarget
url,"📝 CLARIFY: too generic,string,false,,44,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
SyslogUdpDrainTarget,structuredDataParameters,✅ KEEP,string,true,RFC 5424,46,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
DatadogHttpDrainTarget,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,'DatadogHTTP',false,,50,export,,false,SyslogUdpDrainTarget
url,"📝 CLARIFY: too generic,string,false,,51,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
ElasticSearchDrainTarget,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,'ElasticSearch',false,,55,export,,false,DatadogHttpDrainTarget
url,"📝 CLARIFY: too generic,string,false,,56,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
ElasticSearchDrainTarget,indexPrefix,✅ KEEP,string,true,,61,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
NewRelicHttpDrainTarget,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/log-drain/log-drain.types.d.ts,'NewRelicHTTP',false,,65,export,,false,ElasticSearchDrainTarget
url,"📝 CLARIFY: too generic,string,false,,66,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
NewRelicHttpDrainTarget,apiKey,✅ KEEP,string,false,,67,export,,false,src/clients/cc-api/commands/log-drain/log-drain.types.d.ts
MateriaInfo,id,✅ KEEP (primary identifier),string,false,,2,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,clusterId,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,kind,✅ KEEP,'KV',false,,5,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,plan,✅ KEEP,'ALPHA',false,,6,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,host,✅ KEEP,string,false,,7,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,port,✅ KEEP,number,false,,8,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,token,✅ KEEP,string,false,,9,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,tokenId,✅ KEEP,string,false,,10,export,,false,src/clients/cc-api/commands/materia/materia.types.d.ts
MateriaInfo,status,📝 REVIEW: use ""status"" for operational/lifecycle",src/clients/cc-api/commands/materia/materia.types.d.ts,'PROVISIONING' | 'PROVISIONED' | 'TO_DELETE' | 'DELETING' | 'DELETED',false,,11,export,,false,NewRelicHttpDrainTarget
addonId,✅ KEEP,src/clients/cc-api/commands/matomo/get-matomo-info-command.types.d.ts,string,false,,4,export,,false,GetMatomoInfoCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/matomo/matomo.types.d.ts,string,false,renamed from resourceId,5,export,,false,MatomoInfo
addonId,✅ KEEP,src/clients/cc-api/commands/matomo/matomo.types.d.ts,string,false,,6,export,,false,MatomoInfo
timestamp,🔄 RENAME: createdAt or updatedAt (generic timestamp needs context),src/clients/cc-api/commands/metrics/metrics.types.d.ts,number,false,,8,export,,false,MetricData
value,"📝 CLARIFY: too generic,number,false,,9,export,,false,src/clients/cc-api/commands/metrics/metrics.types.d.ts
CancelMigrationCommandInput,migrationId,✅ KEEP,string,false,,4,export,AddonId,false,src/clients/cc-api/commands/migration/cancel-migration-command.types.d.ts
GetMigrationCommandInput,migrationId,✅ KEEP,string,false,,5,export,AddonId,false,src/clients/cc-api/commands/migration/get-migration-command.types.d.ts
ListMigrationPreorderCommandInput,planId,✅ KEEP,string,false,,4,export,AddonId,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
ListMigrationPreorderCommandOutput,ownerId,✅ KEEP,string,false,,8,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
ListMigrationPreorderCommandOutput,target,✅ KEEP,string,false,,9,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
ListMigrationPreorderCommandOutput,emissionDate,🔄 RENAME: emittedAt (standardize to 'At' suffix),string,false,,10,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
ListMigrationPreorderCommandOutput,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,string,false,,11,export,,false,MetricData
company,✅ KEEP,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,string,false,,12,export,,false,ListMigrationPreorderCommandOutput
VAT,✅ KEEP,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,string,false,,13,export,,false,ListMigrationPreorderCommandOutput
type,"📝 CLARIFY: too generic,MigrationPreorderType,false,,14,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
ListMigrationPreorderCommandOutput,lines,✅ KEEP,Array<MigrationPreorderLine>,false,,15,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
MigrationPreorderLine,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,'Credits',false,,19,export,,false,ListMigrationPreorderCommandOutput
description,✅ KEEP,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,string,false,,20,export,,false,MigrationPreorderLine
quantity,✅ KEEP,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts,number,false,,21,export,,false,MigrationPreorderLine
tva,"🔄 RENAME: vat* (use English term,number,false,,22,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
MigrationPreorderLine,priceUnitHt,✅ KEEP (already renamed from API format),number,false,renamed from price_unit_ht,24,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
MigrationPreorderLine,priceTotalHt,✅ KEEP (already renamed from API format),number,false,renamed from price_total_ht,26,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
MigrationPreorderLine,pack,✅ KEEP,null | string,false,,27,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
MigrationPreorderLine,dropQuantity,✅ KEEP,number,false,,28,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
MigrationPreorderLine,coupon,✅ KEEP,null | number,false,,29,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
MigrationPreorderLine,discount,✅ KEEP,number,false,,30,export,,false,src/clients/cc-api/commands/migration/list-migration-preorder-command.types.d.ts
Migration,id,✅ KEEP (primary identifier),string,false,,2,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts
Migration,requestDate,🔄 RENAME: requestedAt (standardize to 'At' suffix),string,false,,3,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts
Migration,steps,✅ KEEP,Array<MigrationStep>,false,,4,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts
Migration,status,📝 REVIEW: use ""status"" for operational/lifecycle",src/clients/cc-api/commands/migration/migration.types.d.ts,MigrationStatus,false,,5,export,,false,MigrationPreorderLine
value,"📝 CLARIFY: too generic,MigrationStepType,false,,9,export,,false,src/clients/cc-api/commands/migration/migration.types.d.ts
MigrationStep,status,📝 REVIEW: use ""status"" for operational/lifecycle",src/clients/cc-api/commands/migration/migration.types.d.ts,MigrationStatus,false,,10,export,,false,MigrationStep
startDate,🔄 RENAME: startsAt (standardize to 'At' suffix),src/clients/cc-api/commands/migration/migration.types.d.ts,string,false,,11,export,,false,MigrationStep
endDate,🔄 RENAME: endsAt (standardize to 'At' suffix),src/clients/cc-api/commands/migration/migration.types.d.ts,string,true,,12,export,,false,MigrationStep
message,✅ KEEP,src/clients/cc-api/commands/migration/migration.types.d.ts,string,true,,13,export,,false,MigrationStep
planId,✅ KEEP,src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,string,false,,5,export,AddonId,false,StartMigrationCommandInput
