project,file,line,method,path,mechanism,current_reference,target_command,command_creation_required,simplification_notes
clever-tools,../clever-tools/src/commands/drain/drain.enable.command.js,23,PUT,/v4/drains/organisations/:XXX/resources/:XXX/drains/:XXX/enable,internal implementation (project-local reimplementation of esm/api function shape),enableDrain,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/commands/drain/drain.get.command.js,28,GET,/v4/drains/organisations/:XXX/resources/:XXX/drains/:XXX,internal implementation (project-local reimplementation of esm/api function shape),getDrain,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/commands/drain/drain.remove.command.js,23,DELETE,/v4/drains/organisations/:XXX/resources/:XXX/drains/:XXX,internal implementation (project-local reimplementation of esm/api function shape),deleteDrain,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/commands/emails/emails.add.command.js,15,PUT,/v2/self/emails/:XXX,legacy client (@clevercloud/client esm/api/*),,SetProfilePrimaryEmailAddressCommand/CreateProfileEmailAddressCommand,no (command already exists),Splitter : Create / Primary et Set
clever-tools,../clever-tools/src/commands/emails/emails.primary.command.js,25,PUT,/v2/self/emails/:XXX,legacy client (@clevercloud/client esm/api/*),,SetProfilePrimaryEmailAddressCommand/CreateProfileEmailAddressCommand,no (command already exists),Splitter : Create / Primary et Set
clever-tools,../clever-tools/src/commands/emails/emails.remove-all.command.js,37,DELETE,/v2/self/emails/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteProfileEmailAddressCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/emails/emails.remove.command.js,21,DELETE,/v2/self/emails/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteProfileEmailAddressCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/env/env.command.js,35,GET,/v2/organisations/:XXX/applications/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironmentCommand,no (command already exists),Fusion avec app/addon et avec inlude links
clever-tools,../clever-tools/src/commands/env/env.command.js,36,GET,/v2/organisations/:XXX/applications/:XXX/addons/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),Fusion avec app/addon et avec inlude links
clever-tools,../clever-tools/src/commands/env/env.command.js,37,GET,/v2/organisations/:XXX/applications/:XXX/dependencies/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),Fusion avec app/addon et avec inlude links
clever-tools,../clever-tools/src/commands/env/env.import-vars.command.js,40,PUT,/v2/organisations/:XXX/applications/:XXX/env/:XXX,legacy client (@clevercloud/client esm/api/*),,CreateOrUpdateEnvironmentVariableCommand,no (command already exists),On devrait arreter ça à terme coté CLI
clever-tools,../clever-tools/src/commands/env/env.import.command.js,25,PUT,/v2/organisations/:XXX/applications/:XXX/env,legacy client (@clevercloud/client esm/api/*),,UpdateEnvironmentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/env/env.rm.command.js,21,DELETE,/v2/organisations/:XXX/applications/:XXX/env/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteEnvironmentVariableCommand,no (command already exists),On devrait arreter ça à terme coté CLI
clever-tools,../clever-tools/src/commands/env/env.set.command.js,28,PUT,/v2/organisations/:XXX/applications/:XXX/env/:XXX,legacy client (@clevercloud/client esm/api/*),,CreateOrUpdateEnvironmentVariableCommand,no (command already exists),On devrait arreter ça à terme coté CLI
clever-tools,../clever-tools/src/commands/kv/kv.command.js,17,GET,/v2/organisations/:XXX/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),composite: this endpoint is merged with others behind one command; Fusion avec app/addon et avec inlude links
clever-tools,../clever-tools/src/commands/login/login.command.js,163,GET,/v2/self,legacy client (@clevercloud/client esm/api/*),"getUser({}) via sendToApiWithConfig (non-standard sendToApi alias, missed by static scan)",ListProfileEmailAddressCommand/GetProfileCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/notify-email/notify-email.add.command.js,64,POST,/v2/notifications/emailhooks/:XXX,legacy client (@clevercloud/client esm/api/*),,CreateEmailNotificationCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/notify-email/notify-email.command.js,22,GET,/v2/notifications/emailhooks/:XXX,legacy client (@clevercloud/client esm/api/*),,ListEmailNotificationCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/notify-email/notify-email.remove.command.js,20,DELETE,/v2/notifications/emailhooks/:XXX/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteEmailNotificationCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/oauth-consumers/oauth-consumers.create.command.js,47,POST,/v2/organisations/:XXX/consumers,legacy client (@clevercloud/client esm/api/*),,CreateOauthConsumer,no (command already exists),
clever-tools,../clever-tools/src/commands/oauth-consumers/oauth-consumers.delete.command.js,30,DELETE,/v2/organisations/:XXX/consumers/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteOauthConsumerCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/oauth-consumers/oauth-consumers.get.command.js,29,GET,/v2/organisations/:XXX/consumers/:XXX/secret,legacy client (@clevercloud/client esm/api/*),,GetOauthConsumerSecretCommand,no (command already exists),On fusionne avec get principal (maybe merge with OAuthConsumerGet with withSecret boolean param)
clever-tools,../clever-tools/src/commands/oauth-consumers/oauth-consumers.update.command.js,65,PUT,/v2/organisations/:XXX/consumers/:XXX,legacy client (@clevercloud/client esm/api/*),,UpdateOauthConsumerCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/published-config/published-config.command.js,22,GET,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,GetExposedEnvironmentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/published-config/published-config.import.command.js,25,PUT,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,UpdateExposedEnvironmentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/published-config/published-config.rm.command.js,21,GET,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,GetExposedEnvironmentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/published-config/published-config.rm.command.js,23,PUT,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,UpdateExposedEnvironmentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/published-config/published-config.set.command.js,28,GET,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,GetExposedEnvironmentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/published-config/published-config.set.command.js,30,PUT,/v2/organisations/:XXX/applications/:XXX/exposed_env,legacy client (@clevercloud/client esm/api/*),,UpdateExposedEnvironmentCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/ssh-keys/ssh-keys.add.command.js,31,PUT,/v2/self/keys/:XXX,legacy client (@clevercloud/client esm/api/*),,CreatePersonalSshKeyCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/ssh-keys/ssh-keys.remove-all.command.js,37,DELETE,/v2/self/keys/:XXX,legacy client (@clevercloud/client esm/api/*),,DeletePersonalSshKeyCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/ssh-keys/ssh-keys.remove.command.js,22,DELETE,/v2/self/keys/:XXX,legacy client (@clevercloud/client esm/api/*),,DeletePersonalSshKeyCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/ssh/ssh.command.js,39,GET,/v2/organisations/:XXX/applications/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,ListInstance,no (command already exists),À mettre en legacy et fusionner avec le endpoint full orga
clever-tools,../clever-tools/src/commands/status/status.command.js,84,GET,/v2/organisations/:XXX/applications/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,ListInstance,no (command already exists),À mettre en legacy et fusionner avec le endpoint full orga
clever-tools,../clever-tools/src/commands/status/status.command.js,85,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-tools,../clever-tools/src/commands/stop/stop.command.js,20,DELETE,/v2/organisations/:XXX/applications/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,UndeployApplicationCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/tcp-redirs/tcp-redirs.add.command.js,21,POST,/v2/organisations/:XXX/applications/:XXX/tcpRedirs,legacy client (@clevercloud/client esm/api/*),,CreateTcpRedirectionCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/tcp-redirs/tcp-redirs.command.js,21,GET,/v2/organisations/:XXX/applications/:XXX/tcpRedirs,legacy client (@clevercloud/client esm/api/*),,ListTcpRedirectionCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/tcp-redirs/tcp-redirs.remove.command.js,30,DELETE,/v2/organisations/:XXX/applications/:XXX/tcpRedirs/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteTcpRedirectionCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/webhooks/webhooks.add.command.js,50,POST,/v2/notifications/webhooks/:XXX,legacy client (@clevercloud/client esm/api/*),,CreateWebhookNotificationCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/webhooks/webhooks.command.js,22,GET,/v2/notifications/webhooks/:XXX,legacy client (@clevercloud/client esm/api/*),,ListWebhookNotificationCommand,no (command already exists),
clever-tools,../clever-tools/src/commands/webhooks/webhooks.remove.command.js,20,DELETE,/v2/notifications/webhooks/:XXX/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteWebhookNotificationCommand,no (command already exists),
clever-tools,../clever-tools/src/lib/k8s.js,38,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX,internal implementation (project-local reimplementation of esm/api function shape),getK8sAddon,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,108,POST,/v4/kubernetes/organisations/:XXX/clusters,internal implementation (project-local reimplementation of esm/api function shape),createK8sCluster,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,158,GET,/v4/kubernetes-product,internal implementation (project-local reimplementation of esm/api function shape),getK8sProduct,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,168,GET,/v4/kubernetes/organisations/:XXX/clusters,internal implementation (project-local reimplementation of esm/api function shape),listK8sClusters,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,183,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX,internal implementation (project-local reimplementation of esm/api function shape),getK8sAddon,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,196,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/kubeconfig.yaml,internal implementation (project-local reimplementation of esm/api function shape),getK8sConfig,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,210,PATCH,/v4/kubernetes/organisations/:XXX/clusters/:XXX,internal implementation (project-local reimplementation of esm/api function shape),updateK8sCluster,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,223,DELETE,/v4/kubernetes/organisations/:XXX/clusters/:XXX,internal implementation (project-local reimplementation of esm/api function shape),deleteK8sCluster,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,239,GET,/v4/kubernetes/organisations/:XXX/clusters,internal implementation (project-local reimplementation of esm/api function shape),listK8sClusters,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,268,POST,/v4/kubernetes/organisations/:XXX/clusters/:XXX/csi/ceph,internal implementation (project-local reimplementation of esm/api function shape),addK8sPersistentStorage,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,279,GET,/v4/kubernetes/organisations/:XXX/quota,internal implementation (project-local reimplementation of esm/api function shape),getK8sQuota,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,290,GET,/v4/kubernetes/organisations/:XXX/usage,internal implementation (project-local reimplementation of esm/api function shape),listK8sUsage,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,305,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/deployment-events,internal implementation (project-local reimplementation of esm/api function shape),listK8sDeploymentEvents,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,318,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/node-groups,internal implementation (project-local reimplementation of esm/api function shape),listK8sNodeGroups,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,363,POST,/v4/kubernetes/organisations/:XXX/clusters/:XXX/node-groups,internal implementation (project-local reimplementation of esm/api function shape),createK8sNodeGroup,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,383,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/node-groups/:XXX,internal implementation (project-local reimplementation of esm/api function shape),getK8sNodeGroup,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,387,PATCH,/v4/kubernetes/organisations/:XXX/clusters/:XXX/node-groups/:XXX,internal implementation (project-local reimplementation of esm/api function shape),updateK8sNodeGroup,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,402,DELETE,/v4/kubernetes/organisations/:XXX/clusters/:XXX/node-groups/:XXX,internal implementation (project-local reimplementation of esm/api function shape),deleteK8sNodeGroup,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,417,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/node-groups/:XXX,internal implementation (project-local reimplementation of esm/api function shape),getK8sNodeGroup,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,433,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/node-groups,internal implementation (project-local reimplementation of esm/api function shape),listK8sNodeGroups,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,458,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/version/check,internal implementation (project-local reimplementation of esm/api function shape),getK8sVersionCheck,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,481,POST,/v4/kubernetes/organisations/:XXX/clusters/:XXX/version/update,internal implementation (project-local reimplementation of esm/api function shape),updateK8sVersion,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,499,GET,/v4/kubernetes/organisations/:XXX/clusters/:XXX/version/check,internal implementation (project-local reimplementation of esm/api function shape),getK8sVersionCheck,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/k8s.js,517,POST,/v4/kubernetes/organisations/:XXX/clusters/:XXX/version/update,internal implementation (project-local reimplementation of esm/api function shape),updateK8sVersion,UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/lib/operator-commands.js,32,GET,/v4/addon-providers/addon-:XXX/addons/:XXX/version/check,internal implementation (project-local reimplementation of esm/api function shape),versionCheck,"per-provider commands exist, dispatch at runtime: keycloak->CheckKeycloakVersionCommand, metabase->CheckMetabaseVersionCommand, otoroshi->CheckOtoroshiVersionCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,55,POST,/v4/addon-providers/addon-:XXX/addons/:XXX/version/update,internal implementation (project-local reimplementation of esm/api function shape),versionUpdate,"per-provider commands exist, dispatch at runtime: keycloak->UpdateKeycloakVersionCommand, metabase->UpdateMetabaseVersionCommand, otoroshi->UpdateOtoroshiVersionCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,73,GET,/v4/addon-providers/addon-:XXX/addons/:XXX/version/check,internal implementation (project-local reimplementation of esm/api function shape),versionCheck,"per-provider commands exist, dispatch at runtime: keycloak->CheckKeycloakVersionCommand, metabase->CheckMetabaseVersionCommand, otoroshi->CheckOtoroshiVersionCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,91,POST,/v4/addon-providers/addon-:XXX/addons/:XXX/version/update,internal implementation (project-local reimplementation of esm/api function shape),versionUpdate,"per-provider commands exist, dispatch at runtime: keycloak->UpdateKeycloakVersionCommand, metabase->UpdateMetabaseVersionCommand, otoroshi->UpdateOtoroshiVersionCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,109,DELETE,/v4/addon-providers/addon-:XXX/addons/:XXX/networkgroup,internal implementation (project-local reimplementation of esm/api function shape),ngDisableOperator,"per-provider commands exist, dispatch at runtime: keycloak->DeleteKeycloakNetworkGroupCommand, otoroshi->DeleteOtoroshiNetworkGroupCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,130,POST,/v4/addon-providers/addon-:XXX/addons/:XXX/networkgroup,internal implementation (project-local reimplementation of esm/api function shape),ngEnableOperator,"per-provider commands exist, dispatch at runtime: keycloak->DeleteKeycloakNetworkGroupCommand, otoroshi->DeleteOtoroshiNetworkGroupCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,224,POST,/v4/addon-providers/addon-:XXX/addons/:XXX/reboot,internal implementation (project-local reimplementation of esm/api function shape),rebootOperator,"per-provider commands exist, dispatch at runtime: keycloak->RebootKeycloakCommand, matomo->RebootMatomoCommand, metabase->RebootMetabaseCommand, otoroshi->RebootOtoroshiCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,238,POST,/v4/addon-providers/addon-:XXX/addons/:XXX/rebuild,internal implementation (project-local reimplementation of esm/api function shape),rebuildOperator,"per-provider commands exist, dispatch at runtime: keycloak->RebuildKeycloakCommand, matomo->RebuildMatomoCommand, metabase->RebuildMetabaseCommand, otoroshi->RebuildOtoroshiCommand",no for known providers (dispatch by provider); yes for any other provider,no generic command - the new client has one dedicated command per addon provider; caller must switch on the provider string to pick the right one
clever-tools,../clever-tools/src/lib/operator-commands.js,253,GET,/v4/addon-providers/addon-otoroshi/addons/:XXX/config.yaml,internal implementation (project-local reimplementation of esm/api function shape),getOtoroshiConfig,GetOtoroshiConfigCommand,no (command already exists),
clever-tools,../clever-tools/src/lib/profile.js,60,GET,/v2/self,legacy client (@clevercloud/client esm/api/*),getUser({}) via sendWithCredentials alias (missed by static scan),ListProfileEmailAddressCommand/GetProfileCommand,no (command already exists),
clever-tools,../clever-tools/src/lib/profile.js,61,GET,/v2/self/tokens/current,legacy client (@clevercloud/client esm/api/*),getCurrentTokenInfo() via sendWithCredentials alias (missed by static scan),UNKNOWN (not found in command source tree or openapi/commands inventory - verify manually),yes (no command implementation found for this endpoint),
clever-tools,../clever-tools/src/models/activity.js,6,GET,/v2/organisations/:XXX/applications/:XXX/deployments,legacy client (@clevercloud/client esm/api/*),,ListDeployment,no (command already exists),On regroupe
clever-tools,../clever-tools/src/models/addon.js,19,GET,/v2/products/addonproviders,legacy client (@clevercloud/client esm/api/*),,ListProductAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/addon.js,32,GET,/v4/addon-providers/:XXX,legacy client (@clevercloud/client esm/api/*),,GetProductAddonVersionsCommand,no (command already exists),En fait on s'en sert (à priori) que pour connaitre les version d'un add-on et les clusters pour les plans de DEV
clever-tools,../clever-tools/src/models/addon.js,43,GET,/v2/organisations/:XXX/addons,legacy client (@clevercloud/client esm/api/*),,ListAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/addon.js,50,GET,/v2/organisations/:XXX/applications/:XXX/addons,legacy client (@clevercloud/client esm/api/*),,ListLink,no (command already exists),À fusionner
clever-tools,../clever-tools/src/models/addon.js,166,POST,/v2/organisations/:XXX/addons,legacy client (@clevercloud/client esm/api/*),,CreateAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/addon.js,167,GET,/v2/organisations/:XXX/addons/:XXX/env,legacy client (@clevercloud/client esm/api/*),,GetEnvironment,no (command already exists),composite: this endpoint is merged with others behind one command; Fusion avec app/addon et avec inlude links
clever-tools,../clever-tools/src/models/addon.js,173,GET,/v2/organisations/:XXX/addons,legacy client (@clevercloud/client esm/api/*),,ListAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/addon.js,196,POST,/v2/organisations/:XXX/applications/:XXX/addons,legacy client (@clevercloud/client esm/api/*),,AddLink,no (command already exists),À fusionner
clever-tools,../clever-tools/src/models/addon.js,201,DELETE,/v2/organisations/:XXX/applications/:XXX/addons/:XXX,legacy client (@clevercloud/client esm/api/*),,RemoveLink,no (command already exists),À fusionner
clever-tools,../clever-tools/src/models/addon.js,211,DELETE,/v2/organisations/:XXX/addons/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/addon.js,216,PUT,/v2/organisations/:XXX/addons/:XXX,legacy client (@clevercloud/client esm/api/*),,UpdateAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/addon.js,229,GET,/v2/summary,legacy client (@clevercloud/client esm/api/*),,GetOrganisationSummariesCommand,no (command already exists),
clever-tools,../clever-tools/src/models/addon.js,233,GET,/v2/organisations/:XXX/addons/:XXX,legacy client (@clevercloud/client esm/api/*),,GetAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,75,GET,/v2/products/instances,legacy client (@clevercloud/client esm/api/*),,ListProductRuntimeCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,114,POST,/v2/organisations/:XXX/applications,legacy client (@clevercloud/client esm/api/*),,CreateApplicationCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,128,DELETE,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,DeleteApplicationCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,132,GET,/v2/summary,legacy client (@clevercloud/client esm/api/*),,GetOrganisationSummariesCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,153,GET,/v2/organisations/:XXX/applications,legacy client (@clevercloud/client esm/api/*),,ListApplicationCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,179,GET,/v2/organisations/:XXX/applications,legacy client (@clevercloud/client esm/api/*),,ListApplicationCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,191,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-tools,../clever-tools/src/models/application.js,196,PUT,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,UpdateApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command; À fusionner avec update application
clever-tools,../clever-tools/src/models/application.js,204,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-tools,../clever-tools/src/models/application.js,240,GET,/v2/summary,legacy client (@clevercloud/client esm/api/*),,GetOrganisationSummariesCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,281,POST,/v2/organisations/:XXX/applications/:XXX/instances,legacy client (@clevercloud/client esm/api/*),,DeployApplicationCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,321,GET,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,GetApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command
clever-tools,../clever-tools/src/models/application.js,338,PUT,/v2/organisations/:XXX/applications/:XXX,legacy client (@clevercloud/client esm/api/*),,UpdateApplicationCommand,no (command already exists),composite: this endpoint is merged with others behind one command; À fusionner avec update application
clever-tools,../clever-tools/src/models/application.js,342,GET,/v2/organisations/:XXX/applications/:XXX/dependencies,legacy client (@clevercloud/client esm/api/*),,ListLink,no (command already exists),À fusionner
clever-tools,../clever-tools/src/models/application.js,348,GET,/v2/organisations/:XXX/applications,legacy client (@clevercloud/client esm/api/*),,ListApplicationCommand,no (command already exists),
clever-tools,../clever-tools/src/models/application.js,359,PUT,/v2/organisations/:XXX/applications/:XXX/dependencies/:XXX,legacy client (@clevercloud/client esm/api/*),,AddLinkCommand,no (command already exists),composite: this endpoint is merged with others behind one command; À fusionner
clever-tools,../clever-tools/src/models/application.js,364,DELETE,/v2/organisations/:XXX/applications/:XXX/dependencies/:XXX,legacy client (@clevercloud/client esm/api/*),,RemoveLinkCommand,no (command already exists),composite: this endpoint is merged with others behind one command; À fusionner
clever-tools,../clever-tools/src/models/config-provider.js,27,GET,/v2/organisations/:XXX/addons/:XXX,legacy client (@clevercloud/client esm/api/*),,GetAddonCommand,no (command already exists),
clever-tools,../clever-tools/src/models/deployments.js,18,GET,/v2/organisations/:XXX/applications/:XXX/deployments,legacy client (@clevercloud/client esm/api/*),,ListDeployment,no (command already exists),On regroupe
clever-tools,../clever-tools/src/models/deployments.js,44,GET,/v2/organisations/:XXX/applications/:XXX/deployments/:XXX,legacy client (@clevercloud/client esm/api/*),,GetDeployment,no (command already exists),Used as a fallback of the v4 OrchestrationApplicationDeploymentGet
clever-tools,../clever-tools/src/models/domain.js,12,GET,/v2/organisations/:XXX/applications/:XXX/vhosts/favourite,legacy client (@clevercloud/client esm/api/*),,GetPrimaryDomainCommand,no (command already exists),
clever-tools,../clever-tools/src/models/domain.js,20,GET,/v2/organisations/:XXX/applications/:XXX/vhosts,legacy client (@clevercloud/client esm/api/*),,ListDomainCommand,no (command already exists),
clever-tools,../clever-tools/src/models/domain.js,44,GET,/v2/organisations/:XXX/applications/:XXX/vhosts/favourite,legacy client (@clevercloud/client esm/api/*),,GetPrimaryDomainCommand,no (command already exists),
